household_id,geo_lat,geo_lon,village_id,season,year,age,gender,education_level,land_holding_size,mobile_money_txn_count,agri_input_spend,previous_loan_default,credit_access_score,psychometric_resilience,credit_score_label,soil_ph,soil_texture,bulk_density,soc_percent,land_cover_type,ndvi,evi,lst_day,rainfall_mm,soc_class_label,model_partition,data_source,proxy_flag,explainability_tag,timestamp,satellite_id,region_code
HH_02083,27.5461010293078,79.84184498322597,VLG_016,Rabi,2025,20,F,None,0.47,12,2431.41,0,0.237,0.708,Low,6.0,Sandy,1.26,0.73,Water,0.592,0.633,26.8,541.8,Medium,validation,satellite,0,"psychometric_resilience,agri_input_spend",2022-03-28 19:00:00,Landsat-8,RJ-BHL
HH_02084,25.693508989763572,81.48102127261072,VLG_077,Kharif,2022,37,M,Secondary,0.84,7,976.73,1,0.234,0.666,Medium,6.35,Loamy,1.33,0.37,Forest,0.458,0.482,29.3,958.5,Medium,train,satellite,1,"age,txn_count",2022-03-28 20:00:00,Landsat-8,UP-KNP
HH_02085,25.489062540171453,75.18358383999224,VLG_077,Kharif,2023,21,F,Secondary,1.71,8,908.04,0,0.19,0.394,Low,6.98,Loamy,1.29,0.62,Agriculture,0.877,0.12,36.1,721.5,Medium,train,synthetic,0,"age,txn_count",2022-03-28 21:00:00,MODIS,RJ-BHL
HH_02086,23.527368499783154,81.53994221420248,VLG_045,Kharif,2022,61,M,Secondary,0.34,9,923.16,1,0.287,0.31,Medium,7.07,Clayey,1.15,1.09,Agriculture,0.429,0.478,30.5,638.5,Medium,test,synthetic,0,"age,txn_count",2022-03-28 22:00:00,Landsat-8,MP-GWL
HH_02087,26.28390052362147,81.18585149072115,VLG_037,Zaid,2023,62,F,Primary,1.31,18,99.93,0,0.266,0.658,Low,6.66,Sandy,1.27,0.87,Barren,0.272,0.51,30.1,557.9,Medium,validation,satellite,0,"ndvi,soc_percent",2022-03-28 23:00:00,Sentinel-2,MH-NGP
HH_02088,27.110515803001128,78.0984711675328,VLG_034,Zaid,2025,19,F,Secondary,1.05,8,433.0,0,0.122,0.364,Medium,7.01,Clayey,1.24,1.01,Agriculture,0.301,0.617,38.8,548.4,Medium,validation,satellite,0,"ndvi,soc_percent",2022-03-29 00:00:00,Sentinel-2,BR-PTN
HH_02089,24.90210003753781,75.8579428489949,VLG_000,Rabi,2024,53,M,Secondary,1.3,14,620.43,0,0.638,0.508,Medium,6.45,Loamy,1.26,1.36,Forest,0.684,0.621,34.5,635.5,Medium,train,synthetic,0,"age,txn_count",2022-03-29 01:00:00,Sentinel-2,UP-KNP
HH_02090,26.87805925462664,75.90935449913042,VLG_028,Rabi,2025,40,M,Primary,0.22,9,1364.38,0,0.109,0.837,Low,6.23,Sandy,1.5,0.78,Forest,0.489,0.302,34.2,455.3,Medium,train,satellite,0,"age,txn_count",2022-03-29 02:00:00,Sentinel-2,RJ-BHL
HH_02091,27.82238326950406,84.2322374698523,VLG_003,Kharif,2025,62,M,Primary,0.23,11,1288.1,0,0.352,0.368,Medium,6.61,Clayey,1.24,1.25,Agriculture,0.478,0.122,31.7,373.4,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-29 03:00:00,Sentinel-2,BR-PTN
HH_02092,24.018832295638447,81.89279321225837,VLG_060,Rabi,2025,36,M,None,6.65,11,1210.46,0,0.377,0.754,Low,6.06,Loamy,1.31,1.0,Forest,0.466,0.347,32.5,699.6,Low,train,synthetic,0,"ndvi,soc_percent",2022-03-29 04:00:00,Landsat-8,BR-PTN
HH_02093,25.616648155973706,76.27102613770741,VLG_096,Kharif,2025,57,F,Primary,7.76,6,532.9,0,0.24,0.871,Low,6.64,Loamy,1.38,0.62,Agriculture,0.872,0.476,24.3,829.8,Low,train,synthetic,0,"age,txn_count",2022-03-29 05:00:00,MODIS,MH-NGP
HH_02094,24.435689790422877,78.56723169308907,VLG_016,Rabi,2024,25,M,None,1.11,8,3543.22,0,0.494,0.734,Medium,6.35,Loamy,1.22,1.23,Agriculture,0.301,0.357,31.8,834.0,Medium,train,satellite,0,"psychometric_resilience,agri_input_spend",2022-03-29 06:00:00,MODIS,MH-NGP
HH_02095,26.964272095169196,80.92482993901596,VLG_027,Kharif,2025,33,F,Primary,3.11,13,1180.02,0,0.211,0.423,High,5.71,Clayey,1.2,0.87,Agriculture,0.79,0.306,38.7,698.0,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-29 07:00:00,MODIS,RJ-BHL
HH_02096,25.887966829405787,83.35571705090649,VLG_049,Zaid,2022,60,F,Primary,2.13,9,435.78,0,0.242,0.499,Medium,6.95,Loamy,1.33,1.2,Forest,0.799,0.366,25.1,539.8,High,train,synthetic,0,"age,txn_count",2022-03-29 08:00:00,Sentinel-2,RJ-BHL
HH_02097,26.17291208775152,75.43660928713008,VLG_089,Kharif,2024,35,F,None,0.25,11,2899.81,0,0.222,0.589,Medium,6.59,Clayey,1.3,0.75,Agriculture,0.661,0.46,35.6,813.9,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-29 09:00:00,Sentinel-2,MP-GWL
HH_02098,26.98957079807947,77.36633131470009,VLG_007,Zaid,2024,53,M,Secondary,0.7,6,976.71,0,0.534,0.166,Medium,6.41,Loamy,1.35,0.25,Water,0.385,0.558,32.4,836.6,High,train,synthetic,0,"ndvi,soc_percent",2022-03-29 10:00:00,MODIS,RJ-BHL
HH_02099,24.979852363312276,83.8974899029538,VLG_033,Zaid,2022,41,F,None,0.75,11,513.91,0,0.077,0.949,High,6.79,Sandy,1.13,0.14,Agriculture,0.635,0.108,27.2,644.0,Medium,validation,survey,0,"ndvi,soc_percent",2022-03-29 11:00:00,MODIS,RJ-BHL
HH_02100,27.575450342035218,75.09165550183816,VLG_058,Rabi,2023,18,F,Primary,1.81,14,539.37,1,0.369,0.586,High,6.85,Loamy,1.46,0.96,Agriculture,0.248,0.474,21.6,788.2,Low,test,synthetic,0,"ndvi,soc_percent",2022-03-29 12:00:00,Landsat-8,UP-KNP
HH_02101,25.6651443362307,77.01399102793887,VLG_017,Rabi,2025,18,F,Secondary,1.73,9,193.57,0,0.605,0.858,High,6.95,Sandy,1.31,0.64,Agriculture,0.853,0.176,36.7,302.4,Low,train,satellite,0,"psychometric_resilience,agri_input_spend",2022-03-29 13:00:00,MODIS,RJ-BHL
HH_02102,23.78977411417674,84.59024175972966,VLG_094,Zaid,2024,63,F,Primary,5.14,14,1867.89,0,0.5,0.149,High,6.12,Clayey,1.4,0.25,Agriculture,0.667,0.61,36.9,660.3,High,test,synthetic,0,"ndvi,soc_percent",2022-03-29 14:00:00,Sentinel-2,MH-NGP
HH_02103,26.479495590844014,81.13401846522171,VLG_058,Kharif,2025,53,M,Primary,3.12,9,334.25,1,0.56,0.348,Low,5.96,Sandy,1.54,0.95,Agriculture,0.3,0.433,23.7,660.1,Low,train,satellite,0,"ndvi,soc_percent",2022-03-29 15:00:00,MODIS,BR-PTN
HH_02104,26.966306752191272,77.61671366637506,VLG_026,Kharif,2025,28,M,Primary,3.89,9,111.43,0,0.072,0.683,Low,6.07,Sandy,1.29,1.04,Agriculture,0.745,0.339,30.3,520.5,Low,test,survey,1,"psychometric_resilience,agri_input_spend",2022-03-29 16:00:00,Landsat-8,RJ-BHL
HH_02105,24.583808385337633,75.66991094395847,VLG_015,Rabi,2022,35,F,Secondary,4.44,9,447.36,1,0.446,0.529,Medium,7.82,Loamy,1.21,0.83,Barren,0.419,0.583,35.5,549.3,High,train,synthetic,0,"age,txn_count",2022-03-29 17:00:00,Sentinel-2,BR-PTN
HH_02106,27.285896284993765,75.28191340447222,VLG_009,Kharif,2022,33,F,Graduate+,3.23,8,1237.57,0,0.241,0.573,High,6.01,Clayey,1.26,0.76,Forest,0.228,0.539,39.6,757.1,Medium,train,satellite,0,"ndvi,soc_percent",2022-03-29 18:00:00,Landsat-8,UP-KNP
HH_02107,27.53071627382883,77.44745079636927,VLG_075,Kharif,2022,34,F,Secondary,0.81,2,930.25,0,0.526,0.505,Low,7.03,Sandy,1.28,1.03,Agriculture,0.362,0.65,38.8,655.5,Low,train,synthetic,0,"age,txn_count",2022-03-29 19:00:00,Sentinel-2,BR-PTN
HH_02108,24.384522436889043,83.8148581958891,VLG_021,Kharif,2025,41,M,Secondary,0.48,8,1396.93,0,0.228,0.589,Low,5.96,Sandy,1.32,0.75,Forest,0.655,0.535,31.0,697.0,High,train,satellite,0,"age,txn_count",2022-03-29 20:00:00,Sentinel-2,BR-PTN
HH_02109,27.91760736357611,79.15913654297509,VLG_015,Zaid,2024,51,F,None,1.7,12,1446.93,1,0.424,0.686,Low,5.91,Sandy,1.43,0.7,Agriculture,0.656,0.203,33.8,761.1,Medium,train,synthetic,1,"psychometric_resilience,agri_input_spend",2022-03-29 21:00:00,Sentinel-2,BR-PTN
HH_02110,23.70355764024379,82.20333369165994,VLG_011,Zaid,2024,21,M,Secondary,2.34,10,805.73,0,0.25,0.622,High,5.68,Clayey,1.3,0.45,Forest,0.869,0.623,32.5,676.8,Medium,train,synthetic,0,"age,txn_count",2022-03-29 22:00:00,Landsat-8,MP-GWL
HH_02111,24.01007834201245,84.18285035379958,VLG_074,Kharif,2023,52,M,Graduate+,0.98,11,947.57,0,0.39,0.51,Medium,5.77,Loamy,1.43,0.4,Barren,0.464,0.157,32.9,657.6,High,train,synthetic,0,"ndvi,soc_percent",2022-03-29 23:00:00,Sentinel-2,MP-GWL
HH_02112,23.92112419619013,79.08040461602816,VLG_083,Rabi,2025,32,F,Primary,3.77,17,615.53,0,0.126,0.641,Medium,6.35,Loamy,1.42,0.81,Agriculture,0.746,0.582,38.3,680.7,Low,validation,synthetic,0,"ndvi,soc_percent",2022-03-30 00:00:00,MODIS,MH-NGP
HH_02113,27.46994855003935,76.91277371037397,VLG_050,Kharif,2023,19,M,Secondary,6.47,2,1478.23,0,0.319,0.777,Low,6.61,Loamy,1.31,0.56,Barren,0.538,0.664,33.7,387.4,High,test,synthetic,0,"age,txn_count",2022-03-30 01:00:00,MODIS,RJ-BHL
HH_02114,26.27146276162481,80.1711793085692,VLG_000,Rabi,2023,48,F,Primary,1.69,6,275.68,0,0.271,0.892,Medium,6.7,Sandy,1.14,1.31,Forest,0.723,0.67,43.0,746.6,Medium,test,survey,0,"ndvi,soc_percent",2022-03-30 02:00:00,Landsat-8,MP-GWL
HH_02115,23.760521416111363,84.08083687059855,VLG_026,Zaid,2023,26,F,None,1.22,9,417.84,1,0.206,0.389,Low,6.71,Sandy,1.39,0.82,Agriculture,0.552,0.507,41.9,667.8,Low,validation,synthetic,0,"ndvi,soc_percent",2022-03-30 03:00:00,MODIS,RJ-BHL
HH_02116,25.201617091841744,83.043744141377,VLG_066,Kharif,2023,27,F,Secondary,3.7,11,1452.92,1,0.325,0.864,Low,6.81,Loamy,1.37,0.48,Barren,0.527,0.643,29.2,703.4,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-30 04:00:00,MODIS,UP-KNP
HH_02117,26.07649012534901,75.65829843363154,VLG_011,Kharif,2023,42,F,Primary,0.05,10,1630.81,0,0.271,0.511,High,6.32,Loamy,1.28,0.88,Agriculture,0.469,0.679,28.2,596.1,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-30 05:00:00,MODIS,BR-PTN
HH_02118,23.417320424946915,81.92572800077582,VLG_029,Rabi,2025,22,F,Primary,0.28,13,2415.14,0,0.082,0.765,Medium,5.41,Sandy,1.2,0.76,Agriculture,0.225,0.565,27.3,635.2,Low,train,satellite,0,"age,txn_count",2022-03-30 06:00:00,MODIS,MH-NGP
HH_02119,27.41208184203669,80.71897522458954,VLG_008,Rabi,2022,31,M,Secondary,3.74,9,836.57,1,0.161,0.532,Medium,6.44,Loamy,1.29,0.93,Agriculture,0.791,0.318,34.0,761.9,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-30 07:00:00,MODIS,BR-PTN
HH_02120,27.018017677207677,84.07463176346425,VLG_052,Kharif,2023,59,F,Secondary,2.63,7,1275.18,1,0.208,0.59,High,6.17,Loamy,1.35,0.93,Forest,0.642,0.282,25.3,361.6,Medium,train,satellite,0,"ndvi,soc_percent",2022-03-30 08:00:00,Sentinel-2,MH-NGP
HH_02121,25.526033867883193,76.22481416850297,VLG_060,Kharif,2024,55,F,Secondary,1.08,10,1057.62,1,0.036,0.37,Medium,6.82,Sandy,1.18,0.58,Barren,0.536,0.249,29.2,246.1,Medium,validation,survey,0,"psychometric_resilience,agri_input_spend",2022-03-30 09:00:00,MODIS,MH-NGP
HH_02122,27.835633076295853,80.34036113204657,VLG_053,Rabi,2025,57,F,None,4.39,5,726.47,1,0.184,0.458,Low,6.88,Sandy,1.18,0.88,Agriculture,0.584,0.379,28.8,760.8,Medium,validation,synthetic,0,"ndvi,soc_percent",2022-03-30 10:00:00,Landsat-8,RJ-BHL
HH_02123,25.0888048963755,83.79462693511893,VLG_036,Zaid,2023,19,F,Primary,0.87,14,730.36,0,0.577,0.724,High,6.15,Loamy,1.61,1.4,Barren,0.338,0.501,44.5,591.1,High,train,synthetic,0,"age,txn_count",2022-03-30 11:00:00,Landsat-8,RJ-BHL
HH_02124,27.920551595182488,79.10023786741743,VLG_064,Rabi,2024,35,M,Graduate+,2.01,7,2011.05,0,0.463,0.777,Low,6.94,Loamy,1.19,0.58,Agriculture,0.866,0.126,29.2,301.7,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-30 12:00:00,Sentinel-2,UP-KNP
HH_02125,26.339599994018137,79.81994917732867,VLG_041,Kharif,2023,46,M,Primary,2.01,5,776.44,0,0.498,0.461,High,6.45,Loamy,1.23,0.68,Agriculture,0.389,0.515,22.5,510.4,Medium,train,synthetic,0,"ndvi,soc_percent",2022-03-30 13:00:00,Sentinel-2,BR-PTN
HH_02126,26.173356366269708,75.70460677666958,VLG_048,Zaid,2022,37,M,Graduate+,0.41,15,1136.92,0,0.092,0.862,Medium,6.04,Clayey,1.46,0.41,Agriculture,0.2,0.296,31.7,661.5,Medium,train,synthetic,0,"ndvi,soc_percent",2022-03-30 14:00:00,MODIS,UP-KNP
HH_02127,23.829774476478924,77.78143640448911,VLG_003,Zaid,2025,25,F,Secondary,0.67,9,544.54,0,0.173,0.176,Medium,7.66,Sandy,1.2,1.18,Agriculture,0.619,0.31,27.7,596.7,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-30 15:00:00,MODIS,RJ-BHL
HH_02128,27.40963879152322,78.24506649168947,VLG_063,Zaid,2022,54,M,Secondary,4.95,9,586.78,0,0.145,0.482,Low,6.32,Sandy,1.2,0.78,Agriculture,0.776,0.236,34.8,602.2,Low,train,synthetic,0,"age,txn_count",2022-03-30 16:00:00,Sentinel-2,RJ-BHL
HH_02129,25.137448439603077,84.45122448744887,VLG_078,Zaid,2024,43,F,Primary,0.41,8,218.11,0,0.217,0.888,Medium,6.87,Loamy,1.39,0.34,Agriculture,0.641,0.18,31.3,665.9,Low,train,satellite,0,"ndvi,soc_percent",2022-03-30 17:00:00,Landsat-8,BR-PTN
HH_02130,23.811167028912397,77.82667360541159,VLG_050,Kharif,2023,54,M,Primary,0.38,10,338.73,0,0.395,0.76,Low,7.15,Loamy,1.11,0.44,Agriculture,0.397,0.509,33.0,484.1,Medium,train,synthetic,0,"ndvi,soc_percent",2022-03-30 18:00:00,Landsat-8,UP-KNP
HH_02131,23.063037599878797,79.60868735269652,VLG_090,Zaid,2022,21,F,Secondary,1.31,11,1163.11,1,0.055,0.839,High,6.78,Loamy,1.25,0.53,Forest,0.492,0.187,23.9,393.7,Medium,train,synthetic,0,"age,txn_count",2022-03-30 19:00:00,Landsat-8,UP-KNP
HH_02132,25.79877841819191,81.7130442356428,VLG_071,Rabi,2022,50,M,Primary,0.19,8,609.08,0,0.337,0.691,Low,6.27,Clayey,1.37,1.18,Agriculture,0.695,0.475,30.7,723.0,Medium,train,synthetic,0,"age,txn_count",2022-03-30 20:00:00,MODIS,UP-KNP
HH_02133,25.636998110613384,76.62183372407877,VLG_059,Rabi,2023,39,M,Secondary,4.5,12,510.08,0,0.269,0.421,Medium,6.36,Loamy,1.45,0.84,Agriculture,0.678,0.624,37.9,806.8,Low,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-30 21:00:00,MODIS,UP-KNP
HH_02134,26.596768111845794,79.86442387141875,VLG_086,Rabi,2025,23,M,Secondary,0.21,5,1518.61,0,0.079,0.556,Medium,5.42,Loamy,1.35,0.74,Agriculture,0.521,0.606,29.7,612.6,Low,train,synthetic,0,"age,txn_count",2022-03-30 22:00:00,Sentinel-2,RJ-BHL
HH_02135,27.45129026508901,82.38539039475907,VLG_078,Kharif,2024,50,F,Primary,1.92,13,1139.95,0,0.089,0.465,High,6.04,Clayey,1.35,0.58,Water,0.204,0.317,32.3,255.9,Low,train,synthetic,0,"ndvi,soc_percent",2022-03-30 23:00:00,MODIS,MP-GWL
HH_02136,23.397032923215146,83.66855213027065,VLG_090,Zaid,2025,45,M,Secondary,0.83,8,822.65,0,0.409,0.602,High,6.9,Clayey,1.32,0.8,Agriculture,0.591,0.541,33.8,569.7,Low,test,synthetic,0,"age,txn_count",2022-03-31 00:00:00,Landsat-8,MH-NGP
HH_02137,26.65748245170181,81.26259274662426,VLG_030,Rabi,2024,41,F,Primary,3.26,13,269.94,0,0.102,0.513,Medium,6.43,Loamy,1.43,0.61,Barren,0.508,0.456,28.8,424.7,Medium,train,synthetic,0,"ndvi,soc_percent",2022-03-31 01:00:00,Sentinel-2,MP-GWL
HH_02138,23.937059720487913,81.69053515316948,VLG_071,Rabi,2024,21,M,Primary,1.78,7,985.93,0,0.151,0.782,Low,6.76,Clayey,1.43,1.2,Agriculture,0.419,0.219,26.1,538.2,Low,test,synthetic,1,"age,txn_count",2022-03-31 02:00:00,Sentinel-2,MP-GWL
HH_02139,27.290885265785818,76.26283472584569,VLG_093,Rabi,2022,19,F,Primary,0.98,12,822.98,0,0.744,0.786,Low,5.9,Sandy,1.34,0.85,Agriculture,0.703,0.26,44.7,580.3,Low,validation,synthetic,0,"age,txn_count",2022-03-31 03:00:00,Landsat-8,BR-PTN
HH_02140,27.09531756930828,84.45776497246348,VLG_057,Zaid,2023,30,M,Secondary,8.25,8,1045.06,0,0.402,0.527,Medium,6.37,Sandy,1.32,0.49,Agriculture,0.478,0.394,35.2,832.5,High,train,satellite,0,"ndvi,soc_percent",2022-03-31 04:00:00,MODIS,UP-KNP
HH_02141,25.703968774927723,76.32574077484482,VLG_081,Rabi,2025,63,F,Primary,0.14,16,1003.88,0,0.057,0.561,High,6.7,Clayey,1.2,0.59,Agriculture,0.583,0.655,31.4,703.8,Medium,test,survey,0,"psychometric_resilience,agri_input_spend",2022-03-31 05:00:00,MODIS,UP-KNP
HH_02142,26.55121399311656,82.74672937181798,VLG_003,Zaid,2022,28,M,None,1.72,8,1365.59,1,0.292,0.375,Low,6.47,Sandy,1.22,1.3,Agriculture,0.322,0.477,38.7,236.1,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-31 06:00:00,MODIS,MP-GWL
HH_02143,24.57175056591874,77.64816321778319,VLG_021,Zaid,2022,52,F,Primary,9.13,11,293.27,0,0.124,0.749,Low,7.38,Sandy,1.11,0.74,Agriculture,0.298,0.408,33.2,394.7,Low,validation,synthetic,0,"age,txn_count",2022-03-31 07:00:00,MODIS,MP-GWL
HH_02144,25.355839494664075,84.33593143701252,VLG_002,Zaid,2022,56,M,None,2.35,7,796.87,0,0.055,0.354,Low,6.21,Loamy,1.28,1.26,Agriculture,0.528,0.488,35.7,765.9,Low,train,synthetic,0,"ndvi,soc_percent",2022-03-31 08:00:00,Sentinel-2,RJ-BHL
HH_02145,27.108184488552357,82.19959539369479,VLG_078,Kharif,2025,27,F,Primary,2.69,9,680.94,0,0.384,0.511,Medium,6.53,Clayey,1.19,0.87,Forest,0.302,0.191,35.0,492.3,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-31 09:00:00,Sentinel-2,RJ-BHL
HH_02146,25.29632598586607,82.53813712978369,VLG_098,Kharif,2022,60,F,None,0.07,11,616.42,1,0.146,0.365,Low,6.61,Sandy,1.22,0.93,Agriculture,0.847,0.175,37.0,656.4,Low,train,satellite,0,"age,txn_count",2022-03-31 10:00:00,Sentinel-2,MH-NGP
HH_02147,24.788991326627208,77.19059173059884,VLG_046,Zaid,2023,27,M,Secondary,0.04,9,2166.61,0,0.1,0.81,Medium,6.03,Sandy,1.42,0.64,Forest,0.573,0.682,26.5,505.1,Medium,train,satellite,0,"ndvi,soc_percent",2022-03-31 11:00:00,Landsat-8,UP-KNP
HH_02148,25.4710622362515,79.43039976635161,VLG_037,Zaid,2022,25,M,None,0.07,16,432.64,0,0.177,0.567,Medium,5.86,Loamy,1.39,1.04,Water,0.587,0.602,31.3,731.3,Low,train,synthetic,0,"ndvi,soc_percent",2022-03-31 12:00:00,Landsat-8,MP-GWL
HH_02149,27.141246262186094,81.17813194589286,VLG_032,Kharif,2022,22,F,Primary,9.59,7,1011.98,0,0.219,0.426,High,6.64,Loamy,1.24,0.44,Agriculture,0.686,0.43,36.7,654.3,High,train,synthetic,0,"ndvi,soc_percent",2022-03-31 13:00:00,Sentinel-2,MH-NGP
HH_02150,24.676040236854362,82.699736182066,VLG_077,Kharif,2024,40,F,None,7.78,10,362.9,0,0.39,0.694,Medium,6.91,Clayey,1.26,0.58,Agriculture,0.558,0.38,32.0,726.0,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-31 14:00:00,Landsat-8,MH-NGP
HH_02151,23.86880796567872,76.03959375912389,VLG_047,Zaid,2022,51,M,Graduate+,0.81,9,204.59,0,0.207,0.77,Low,6.79,Sandy,1.52,0.91,Forest,0.642,0.305,27.4,323.6,High,train,synthetic,0,"ndvi,soc_percent",2022-03-31 15:00:00,MODIS,BR-PTN
HH_02152,26.560070101653903,84.62365316454529,VLG_064,Kharif,2025,64,F,Primary,0.69,10,823.4,1,0.506,0.214,Medium,6.86,Sandy,1.22,0.71,Agriculture,0.374,0.42,30.8,675.0,Low,train,synthetic,1,"psychometric_resilience,agri_input_spend",2022-03-31 16:00:00,Landsat-8,UP-KNP
HH_02153,27.12989106354041,83.90220670554555,VLG_025,Rabi,2025,49,M,Secondary,0.32,8,1217.73,0,0.09,0.848,High,6.23,Sandy,1.37,0.81,Forest,0.354,0.674,32.2,391.2,High,validation,survey,0,"psychometric_resilience,agri_input_spend",2022-03-31 17:00:00,Landsat-8,UP-KNP
HH_02154,23.503187392617665,77.70348590495584,VLG_007,Zaid,2023,33,M,Secondary,0.8,11,65.92,0,0.418,0.943,Medium,6.09,Loamy,1.45,0.96,Agriculture,0.245,0.139,24.3,728.6,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-31 18:00:00,Sentinel-2,BR-PTN
HH_02155,24.199370563779723,83.22760243032332,VLG_049,Zaid,2025,21,M,Secondary,0.92,10,688.97,0,0.126,0.024,Low,6.38,Loamy,1.32,0.79,Forest,0.519,0.452,39.9,915.4,High,train,synthetic,0,"ndvi,soc_percent",2022-03-31 19:00:00,Landsat-8,RJ-BHL
HH_02156,23.70985994880497,80.18323923039823,VLG_079,Kharif,2025,45,F,Secondary,2.76,13,993.46,0,0.134,0.865,Low,7.16,Sandy,1.34,0.83,Forest,0.502,0.67,25.9,357.9,High,train,survey,0,"psychometric_resilience,agri_input_spend",2022-03-31 20:00:00,Sentinel-2,UP-KNP
HH_02157,24.739707057910834,79.61806481562019,VLG_037,Rabi,2022,61,M,None,4.02,17,925.26,0,0.36,0.635,High,6.85,Sandy,1.13,1.35,Agriculture,0.833,0.563,37.9,687.7,Low,train,synthetic,0,"age,txn_count",2022-03-31 21:00:00,Landsat-8,MP-GWL
HH_02158,25.251754894527064,78.14434105811405,VLG_009,Kharif,2023,31,F,Secondary,2.75,17,1012.57,0,0.208,0.679,Medium,5.86,Clayey,1.26,0.2,Agriculture,0.294,0.572,40.0,392.5,High,train,synthetic,0,"age,txn_count",2022-03-31 22:00:00,Landsat-8,BR-PTN
HH_02159,26.744131684816534,80.80968586631593,VLG_041,Rabi,2025,29,F,None,2.08,6,1455.6,0,0.539,0.131,High,6.76,Clayey,1.32,0.65,Barren,0.635,0.486,27.9,509.5,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-03-31 23:00:00,MODIS,BR-PTN
HH_02160,26.255737924408372,82.29889117703598,VLG_036,Rabi,2023,38,M,Secondary,2.9,8,127.97,0,0.538,0.763,High,7.76,Clayey,1.44,0.74,Agriculture,0.373,0.658,36.0,533.6,Low,train,synthetic,0,"ndvi,soc_percent",2022-04-01 00:00:00,Sentinel-2,MH-NGP
HH_02161,26.104642837392156,79.10932904962758,VLG_025,Zaid,2023,33,F,Graduate+,2.68,9,353.7,0,0.186,0.651,Medium,7.09,Clayey,1.25,1.08,Forest,0.764,0.659,35.5,693.0,Medium,train,satellite,0,"ndvi,soc_percent",2022-04-01 01:00:00,MODIS,MH-NGP
HH_02162,24.761874733048273,81.29219193008292,VLG_091,Rabi,2024,61,F,Graduate+,1.29,9,837.6,0,0.213,0.669,High,6.17,Sandy,1.31,1.03,Agriculture,0.307,0.41,31.7,748.0,High,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-04-01 02:00:00,MODIS,BR-PTN
HH_02163,27.2072377654238,81.99312921155304,VLG_011,Zaid,2024,19,M,None,0.82,14,630.56,0,0.336,0.506,Low,7.03,Sandy,1.42,0.05,Barren,0.251,0.548,39.2,747.5,Medium,test,synthetic,0,"age,txn_count",2022-04-01 03:00:00,Landsat-8,MH-NGP
HH_02164,25.356435836990823,82.11121817015285,VLG_083,Rabi,2022,40,M,Primary,0.66,13,888.62,0,0.284,0.57,Low,6.6,Clayey,1.41,1.14,Agriculture,0.444,0.693,35.2,462.7,Low,train,synthetic,0,"age,txn_count",2022-04-01 04:00:00,Sentinel-2,UP-KNP
HH_02165,27.895524690075774,75.5196609813118,VLG_048,Zaid,2025,46,F,Primary,2.27,12,311.28,0,0.523,0.567,Low,6.19,Clayey,1.34,0.83,Agriculture,0.751,0.369,34.1,689.2,Low,test,synthetic,0,"ndvi,soc_percent",2022-04-01 05:00:00,Sentinel-2,BR-PTN
HH_02166,26.170710691478686,83.59747805685066,VLG_013,Rabi,2022,63,Other,None,6.4,15,969.01,0,0.045,0.304,Low,6.71,Sandy,1.24,1.02,Forest,0.344,0.315,40.4,481.0,Medium,train,synthetic,1,"psychometric_resilience,agri_input_spend",2022-04-01 06:00:00,Sentinel-2,MH-NGP
HH_02167,23.631323707822514,79.58253314765048,VLG_045,Kharif,2022,60,M,None,1.74,8,1868.22,0,0.453,0.865,Low,7.16,Loamy,1.35,0.64,Barren,0.4,0.166,35.9,584.1,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-04-01 07:00:00,MODIS,MP-GWL
HH_02168,26.38088781037717,77.62416081696215,VLG_034,Rabi,2023,26,M,Primary,4.87,10,2145.83,0,0.198,0.815,Medium,6.15,Sandy,1.32,0.98,Forest,0.654,0.5,32.2,480.6,Medium,train,synthetic,0,"age,txn_count",2022-04-01 08:00:00,Landsat-8,RJ-BHL
HH_02169,24.625520077158495,77.41764507479681,VLG_028,Kharif,2023,24,M,Graduate+,0.03,8,2247.2,0,0.218,0.518,Medium,6.7,Sandy,1.18,0.92,Agriculture,0.448,0.184,26.5,683.7,Low,train,synthetic,0,"age,txn_count",2022-04-01 09:00:00,Landsat-8,UP-KNP
